225,Андреапольский район,99005
21610,Андриевица,105461
205,Андрия,112848
225,Андроповский район,99452
187,Андрушевка,29090
187,Андрушевский район,24439
120,Андрыхув,106326
20854,Андуани,67014
994,Андхра-Прадеш,114618
983,Андырын,108074
10538,Анжар,40111
124,Анже,109089
225,Анжеро-Судженск,11276
95,Анжу,103650
84,Аниак,113641
225,Анива,20158
225,Анивский городской округ,100382
117,Аникщяй,112965
20854,Анкавандра,112985
983,Анкара,11503
96,Анклам,112275
205,Анкона,101445
84,Анкоридж,21771
20826,Аннаба,101601
84,Аннаполис,29641
170,Аннау,105956
124,Аннемас,109092
225,Аннинский район,98761
84,Аннистон,103255
120,Аннополь,106327
84,Анока,102930
135,Ансан,114968
96,Ансбах,112397
124,Анси,109090
135,Ансон,114970
983,Антакья,101657
20854,Анталаха,112980
983,Анталья,11511
20854,Антананариву,20855
114,Антверпен,10375
124,Антиб,109093
20968,Антигуа-Гуатемала,109590
84,Антиок,108691
20862,Антофагаста,111433
187,Антрацит,28887
187,Антрацитовский район,24543
102,Антрим,114467
225,Антроповский район,98838
20854,Антсалова,112977
10109,Анурадхапура,20858
225,Анучинский район,100323
20854,Анцирабе,112981
20854,Анциранана,67009
20854,Анцухихи,112984
134,Анькан,111558
134,Аньхой,114550
134,Аньцин,111500
134,Аньцю,111610
134,Аньшань,111494
134,Аньшунь,111672
134,Аньян,111483
135,Анян,114971
137,Аомори,112882
205,Аоста,16054
225,Апанасенковский район,99453
10108,Апарри,20859
21191,Апартадо,111817
225,Апастовский район,99750
225,Апатиты,10894
84,Апач Джанкшен,113356
206,Апе,108801
84,Апекс,104923
20860,Апиа,20861
10021,Апингтон,114224
84,Аплтон,102732
20271,Аподака,109679
84,Апопка,103178
187,Апостолово,28889
187,Апостоловский район,24399
84,Аппе Мальборо,110790
126,Аппенцелль,105187
84,Аппер Дарби Тауншип,103452
225,Апрелевка,10715
205,Априлия,112817
206,Апский край,108699
94,Апукарана,111256
205,Апулия,104214
225,Апшеронск,10986
225,Апшеронский район,99267
167,Апшеронский район,105817
983,Арабан,107801
204,Арагон,104179
94,Арагуаина,111283
181,Арад,101392
10077,Арад,101393
94,Аракажу,105736
983,Араклы,107850
94,Аракрус,101721
159,Аральск,10289
225,Арамиль,37169
225,Арамильский городской округ,114704
94,Арапирака,111230
10540,Арар,114158
94,Араракуара,111293
21191,Араракуара,111820
94,Арасатуба,111276
21191,Араука,111805
983,Арач,106146
94,Араша,109445
20768,Арба-Мынч,112026
225,Арбажский район,99477
187,Арбузинский район,24610
205,Арбус,109335
84,Арвада,102673
127,Арвидсъяур,114355
127,Арвика,114348
225,Аргаяш,11195
225,Аргаяшский район,100004
246,Аргос,112457
246,Аргостолион,112470
225,Аргун,11025
225,Ардатов (Ардатовский район),20006
225,Ардатов (Ардатовский район),20611
225,Ардатовский район (Нижегородская область),99530
225,Ардатовский район (Республика Мордовия),99721
983,Ардахан,103853
10536,Ардебиль,112719
84,Арден,102819
983,Ардешен,104779
10077,Арджеш,105306
84,Ардмор,109799
225,Ардон,20665
225,Ардонский район,99387
21156,Арекипа,84752
119,Арендал,105184
20764,Аресибо,112001
205,Ареццо,112785
225,Арзамас,11080
225,Арзамасский район,99531
225,Арзгирский район,99454
20862,Арика,20863
10088,Аринсал,20864
181,Ариэль,101400
225,Аркадак,20057
225,Аркадакский район,99814
84,Аркадельфия,113288
84,Аркадия (Штат Калифорния),109797
84,Аркадия (Штат Флорида),113257
10088,Аркалис,20865
159,Аркалык,20985
84,Арканзас Сити,113449
84,Арлингтон (Штат Вирджиния),103239
84,Арлингтон (Штат Техас),103030
114,Арлон,105785
124,Арль,109094
102,Арма,105005
168,Армавир,10257
225,Армавир,10987
94,Армасан-дус-Бузиус,109456
21191,Армения,109663
211,Армидейл,111061
225,Армизонский район,99973
84,Армонк,109800
225,Армянск,28892
983,Арнавуткой,107759
118,Арнем,105143
126,Ароза,109075
225,Аромашевский район,99974
124,Аррас,112064
204,Арресифе,114249
225,Арсеньев,11405
225,Арсеньевский район,99042
983,Арсин,107854
225,Арск,100514
225,Арский район,99751
168,Арташат,105800
983,Артвин,103854
225,Артемовск,29772
187,Артемовск (Донецкая область),28896
187,Артемовск (Перевальский район),28897
225,Артемовский,37168
225,Артемовский городской округ,99943
187,Артемовский район,24422
21289,Артигас,114480
225,Артинский городской округ,99944
225,Артём,11406
187,Артёмово,115088
21230,Аруа,114437
994,Аруначал-Прадеш,114621
102,Арундел,109492
21208,Аруша,63789
983,Архави,108055
225,Архангельск,20
225,Архангельская область,10842
225,Архангельский район,99669
225,Архаринский район,100289
205,Арцакена,109336
187,Арциз,28891
187,Арцизский район,24630
84,Арчдейл,109798
159,Аршалы,29419
159,Арысь,29614
10535,Ас-Сальт,112931
135,Асан,114972
994,Асансол,112573
137,Асахикава,20987
84,Асбери Парк,109801
225,Асбест,11160
225,Асбестовский городской округ,114705
225,Асекеевский район,99582
137,Асикага,112877
225,Асино,20658
225,Асиновский район,100274
225,Аскизский район,100266
225,Аскинский район,99670
205,Асколи-Пичено,112837
102,Аскот,109493
20989,Асмэра,20990
84,Аспен,103377
159,Асса,29507
994,Ассам,114622
118,Ассен,105146
159,Астана,163
167,Астара,105894
167,Астаринский район,105823
205,Асти ,112786
246,Астипалея,112469
84,Астория,109805
225,Астраханская область,10946
225,Астрахань,37
204,Астурия,104180
1056,Асуан,62414
20992,Асунсьон,20994
1056,Асьют,111903
983,Атакент,106481
null,Атафу,101651
983,Атаюрт,107788
20957,Атбара,114261
159,Атбасар,29421
84,Атенс (Штат Алабама),113409
84,Атенс (Штат Джорджия),108670
84,Атенс (Штат Техас),113227
211,Атертон,111131
94,Атибая,109446
20764,Атильо,114130
225,Аткарск,20058
225,Аткарский район,99815
84,Атланта (Штат Джорджия),86
84,Атланта (Штат Техас),113281
84,Атлантик Бич,103191
84,Атлантик-Сити,102880
84,Атмор,113563
225,Атнинский район,99752
84,Атока,113581
84,Атталла,113519
246,Аттика,104165
983,Атча,107950
159,Атырау,10291
159,Атырауская область,29407
225,Атюрьевский район,99722
225,Атяшевский район,99723
96,Аугсбург,103773
118,Ауде-Эйсселстрек,113089
20915,Ауки,114187
994,Аурангабад,112511
225,Аургазинский район,99671
206,Ауце,108802
206,Ауцский край,108700
225,Афанасьевский район,99478
246,Афины,10418
84,Афины,103133
246,Афон,109166
84,Афтон,113333
181,Афула,100952
983,Афшин,104732
983,Афьонкарахисар,103855
169,Ахалкалаки,100986
170,Ахалский велаят,105949
10536,Ахваз,112705
225,Ахвахский район,99312
96,Ахен,103778
983,Ахлат,108024
994,Ахмадабад,10555
10102,Ахмадпур-Ист,114012
994,Ахмеднагар,112534
169,Ахмета,100497
983,Ахметли,107868
167,Ахсу,105895
167,Ахсуйский район,105824
118,Ахткарспелен,113114
115,Ахтопол,20997
225,Ахтубинск,20167
225,Ахтубинский район,99221
225,Ахтынский район,99313
187,Ахтырка,28900
187,Ахтырский район,24720
225,Ачинск,11302
225,Ачинский район,100141
225,Ачитский городской округ,99945
225,Ачхой-Мартан,21532
225,Ачхой-Мартановский район,99394
134,Ачэн,111775
125,Аш,106972
225,Аша,11196
96,Ашаффенбург,112188
84,Ашберн,102820
181,Ашдод,101391
84,Ашеборо,109802
96,Ашерслебен,112301
225,Ашинский район,100005
983,Ашкале,107876
181,Ашкелон,100944
84,Ашленд (Штат Висконсин),113709
84,Ашленд (Штат Кентукки),109803
168,Аштарак,105799
102,Ашфорд,109494
170,Ашхабад,10324
995,Аюттхая,109038
159,Аягуз,29483
21156,Аякучо,110886
983,Аянджик,108104
225,Аяно-Майский район,100399
124,Аяччо,10495
20572,Баакуба,112772
10538,Баальбек,40112
225,Бабаево,20118
225,Бабаевский район,99101
983,Бабаэски,108077
225,Бабаюртовский район,99314
84,Бабилон,102739
120,Бабимост,108252
206,Бабитский край,108702
10536,Баболь,112737
120,Баборув,108254
225,Бабушкин,30822
225,Бабушкинский район,99102
225,Бабынинский район,98814
225,Бавлинский район,99753
225,Бавлы,20013
125,Баворов,106974
225,Багаевский район,99410
10100,Баган,20999
225,Баганский район,100182
20572,Багдад,20573
10108,Багио,114104
225,Багратионовск,20135
225,Багратионовский район,99127
96,Бад-Айблинг,112380
96,Бад-Арользен,112279
96,Бад-Берлебург,112319
96,Бад-Вальдзе,112356
96,Бад-Вильдунген,112289
96,Бад-Гарцбург,112303
113,Бад-Гаштайн,111167
96,Бад-Дрибург,114815
96,Бад-Зальцунген,112242
96,Бад-Заульгау,112357
96,Бад-Зегеберг,112197
113,Бад-Ишль,111162
96,Бад-Киссинген,112299
96,Бад-Кройцнах,112393
96,Бад-Лангензальца,112219
96,Бад-Мергентхайм,112247
96,Бад-Мюндер-ам-Дайстер,112446
96,Бад-Мюнстерайфель,112386
96,Бад-Нойштадт-ан-дер-Зале,112333
96,Бад-Пирмонт,112359
96,Бад-Тёльц,112409
113,Бад-Хофгаштайн,112437
204,Бадахос ,109264
113,Баден,10370
126,Баден,10512
96,Баден-Баден,10400
96,Баден-Вюртемберг,103749
10095,Баджава,112680
21551,Баджиль,114531
225,Баевский район,100036
225,Базарно-Карабулакский район,99816
225,Базарносызганский район,99876
126,Базель,102527
205,Базиликата,104215
93,Баия-Бланка,111006
225,Бай-Тайгинский район,98654
983,Байбурт,103858
134,Байи,21516
225,Байкаловский муниципальный район,99946
225,Байкальск,11257
159,Байконур,10292
225,Баймак,20673
225,Баймакский район,99672
84,Байонна,102996
124,Байонна,109101
983,Байрамич,108007
21572,Байрики,21573
96,Байройт,103781
134,Байчэн,111647
20917,Байяибе ,108913
124,Байё,109100
225,Бакал,37166
225,Бакалинский район,99673
125,Баков-над-Йизероу,107540
10108,Баколод,114087
225,Баксан,20171
225,Баксанский район,99355
84,Баксли,113406
84,Бакстон,103494
102,Бакстон,109509
167,Баку,10253
84,Бакханнон,109885
225,Бакчарский район,100275
211,Бакшус Марш,111126
10077,Бакэу,105350
225,Балабаново,20197
225,Балаганский район,100095
187,Балаклейский район,24745
187,Балаклея,27205
225,Балаково,11143
225,Балаковский район,99817
994,Баласор,10556
116,Балатонфюред,12933
225,Балахна,20035
225,Балахнинский район,99532
225,Балахтинский район,100142
225,Балашиха,10716
225,Балашов,11144
225,Балашовский район,99818
206,Балви,26349
206,Балвский край,104235
206,Балдоне,108804
206,Балдонский край,108703
204,Балеарские острова,21616
225,Балезинский район,99852
225,Балей,30866
225,Балейский район,100417
10095,Бали,10572
10095,Баликпапан,21000
10108,Балиуаг,114086
170,Балканабад,105955
170,Балканский велаят,105950
211,Балларат,111039
994,Баллари,21002
102,Баллимена,114465
211,Баллина,111025
94,Балнеариу-Камбориу,109447
187,Балта,27203
225,Балтайский район,99819
225,Балтасинский район,99754
225,Балтачевский район,99674
225,Балтийск,10858
225,Балтийский район,110932
84,Балтимор,21003
206,Балтинавский край,108704
187,Балтский район,24631
159,Балхаш,10293
84,Балч-Спрингс,109811
983,Балыкесир,103829
207,Балыкчи,10311
10067,Бальцерс,105634
96,Бальцхаузен,112438
983,Баля,106260
10536,Бам,112746
20741,Бама,113911
21004,Бамако,21005
21007,Бамбари,111419
96,Бамберг,112187
994,Бамболим,108950
94,Бамбуи,114821
20736,Баменда,111353
10100,Бамо,113819
983,Баназ,108108
102,Банбери,109497
211,Банбери,111044
994,Бангалор,21006
21007,Банги,21008
995,Бангкок,10620
84,Бангор (Штат Мэн),103348
84,Бангор (Штат Пенсильвания),102966
10095,Банда-Ачех,21009
211,Бандаберг,111059
10097,Бандар-Лабуан,113013
10095,Бандар-Лампунг,112636
10536,Бандар-Ленге,112759
20274,Бандар-Сери-Бегаван,20275
10095,Банджармасин,112635
10095,Бандунг,111965
20762,Бандунду,111824
983,Бандырма,104777
21010,Банжул,21012
10102,Банну,114033
121,Банска-Быстрица,105426
115,Банско,15714
121,Банскобистрицкий край,104509
134,Бантоу,111722
21165,Банфора,111348
95,Банфф,71122
1056,Банха,111907
10057,Баня-Лука,105592
134,Баодин,21013
134,Баотоу,111461
134,Баоцзи,111488
21610,Бар,13461
187,Бар,27210
84,Бар Харбор,109813
225,Барабинск,20098
225,Барабинский район,100183
10017,Баракоа,109004
149,Барановичи,21015
149,Барановичский район,102081
187,Барановка,27212
187,Барановский район,24440
120,Баранув-Сандомерски ,106328
149,Барань,102240
116,Баранья,104472
94,Барбасена,111303
84,Барбертон,103157
187,Барвенково,29173
187,Барвенковский район,24746
120,Барвице,108258
225,Баргузинский район,100244
167,Барда,105896
994,Бардез,108951
167,Бардинский район,105825
120,Бардо,106329
84,Бардстаун,109815
119,Бардуфосс,113959
994,Бардхаман,112622
225,Бардымский район,99640
994,Барейлли,21028
96,Барзингхаузен,112434
205,Бари,21035
21184,Баринас,114497
10091,Барисал,21036
211,Баркалдин,111099
21184,Баркисимето,114490
205,Барлетта,112847
120,Барлинек,106330
994,Бармер,21040
225,Барнаул,197
118,Барневелд,113117
84,Барнстейбл,103125
102,Барнстейпл,114448
94,Барра-Манса,111290
94,Барра-ду-Гарсас,111323
21191,Барранкабермеха,111803
21191,Барранкилья,109664
94,Баррейрас,111273
94,Барретус,111270
95,Барри,103577
102,Барри,105047
84,Барроу,21747
102,Барроу-ин-Фернесс,114452
204,Барселона,10429
21184,Барселона,114489
187,Барский район,24372
84,Барстоу,109816
84,Бартер-Айленд ,113703
84,Бартлетт,109818
84,Бартлсвилл,109817
120,Бартошице,106331
983,Бартын,103859
225,Барун-Хемчикский район,98655
10099,Баруун-Урт,113061
120,Барцин,106332
120,Барчево,108256
225,Барыш,11154
187,Барышевский район,24497
225,Барышский район,99877
225,Барятинский район,98815
null,Бас-Тер,106965
84,Баскинг Ридж,103063
20572,Басра,40689
211,Басселтон,111064
21042,Бастер,21044
124,Бастия,109099
84,Бастроп,113559
102,Бат,109499
84,Бат Тауншип,103416
181,Бат-Ям,101443
21045,Бата,21047
84,Батавия (Штат Иллинойс),103285
84,Батавия (Штат Нью-Йорк),113218
225,Батайск,11033
10095,Батам,21048
211,Батерст,111058
225,Батецкий район,99145
207,Баткен,100979
207,Баткенская область,105941
84,Батлер,102811
983,Батман,103827
211,Батманс Бэй,111052
20826,Батна,110958
84,Батон-Руж,29639
84,Батсберг-Лисвилл,113713
84,Батсвилл,109819
983,Батталгази,108029
20975,Баттамбанг ,111352
84,Баттл Крик,103057
10097,Бату-Пахат,112996
169,Батуми,10278
187,Батурин,27216
994,Батхинда,112519
983,Батыкент,104734
225,Батыревский район,99899
10095,Бау-Бау,10573
225,Баунтовский эвенкийский район,100245
94,Бауру,111274
206,Бауска,104953
206,Бауский край,104236
20741,Баучи,113890
21143,Бафата,112490
983,Бафра,104778
20736,Бафусам,111355
10102,Бахавалпур,114006
187,Бахмач,29054
187,Бахмачский район,24830
983,Бахче,106309
225,Бахчисарай,27217
225,Бахчисарайский район,24696
116,Бач-Кишкун,104471
983,Башискеле,107790
983,Башкале,107971
225,Башмаковский район,99613
187,Баштанка,27220
187,Баштанский район,24611
10077,Бая-Маре,105358
10017,Баямо,111852
225,Баяндаевский район,98674
10099,Баянхонгор (Монголия),21053
10099,Баянхонгор (Монголия),113060
983,Баят,108115
95,Бе-Комо,111397
96,Бебра,112248
206,Беверинский край,108705
84,Беверли,102917
102,Беверли,109538
84,Беверли Хиллс,109842
96,Беверунген,112387
20826,Беджая,110956
102,Бедфорд,104987
84,Бедфорд (Штат Массачусетс),109827
84,Бедфорд (Штат Нью-Гэмпшир),109828
84,Бедфорд (Штат Пенсильвания),109829
84,Бедфорд (Штат Техас),109830
10074,Бежа,105208
225,Бежаницкий район,99166
225,Бежецк,10804
225,Бежецкий район,99006
120,Бежунь,108264
124,Безансон,105074
225,Безенчук,29384
225,Безенчукский район,99787
102,Бейзингсток,109498
84,Бейкер Сити,109809
95,Бейкер-Лейк,21056
167,Бейлаган,105897
167,Бейлаганский район,105826
983,Бейликдюзю,107757
983,Бейликова,106487
159,Бейнеу,29576
983,Бейоглу,108073
983,Бейпазары,104775
21235,Бейра,113086
10538,Бейрут,11497
225,Бейский район,100267
84,Бейтаун,109824
20954,Бейтбридж,114540
84,Бейтсвилл,113749
983,Бейшехир,106028
171,Бекабад,101524
10095,Бекаси,114911
116,Бекеш,104473
116,Бекешчаба,105292
96,Беккинген,112381
96,Беккум,112321
84,Бекли,103170
225,Бековский район,99614
84,Бел Эйр,109832
125,Бела над Радбузоу,107541
125,Бела под Бездезем,106976
10097,Белага,113015
225,Белая Калитва,11034
225,Белая Холуница,20019
187,Белая Церковь,10369
84,Белвью (Штат Вашингтон),102572
84,Белвью (Штат Небраска),102845
994,Белгаум,112562
225,Белгород,4
187,Белгород-Днестровский,27092
187,Белгород-Днестровский район,24633
225,Белгородская область,10645
225,Белгородский район,98698
180,Белград,10522
225,Белебеевский район,99675
225,Белебей,20714
225,Белевский район,99043
983,Белек,21062
94,Белен,105726
983,Белен,106024
84,Белен,113260
120,Белжице,106333
187,Белз,27073
21544,Белиз,21545
225,Белинский,11096
225,Белинский район,99615
187,Белицкое,27088
84,Белл-Гарденс,109833
84,Беллвилл (Штат Мичиган),103287
84,Беллвилл (Штат Техас),113340
84,Беллефонтейн,113446
84,Беллингем,109836
126,Беллинцона,105198
205,Беллуно,112827
84,Беллфлауэр,102995
20854,Бело-сюр-Мер,112978
10083,Беловар,105493
10083,Беловарско-Билогорская жупания,105477
225,Белово,11277
187,Беловодский район,24544
225,Беловский район (Кемеровская область),100121
225,Беловский район (Курская область),98862
225,Белоглинский район,99268
225,Белогорск (Амурская область),11374
225,Белогорск (Белогорский район),27085
