Украина|Донецк|(62) 385-05-05|Техпомощь на дороге, служба эвакуации автомобилей, address: Профессоров Богославских, 7
Украина|Донецк|050-702-30-00|AvtoAngel, служба эвакуации, address: Ильича проспект, 95а/8
Украина|Донецк|050-530-43-85|Эвакуатор с манипулятором, СПД Буденый Г.В., address: Соколиная, 1
Украина|Донецк|0-951-951-951|Служба эвакуации автомобилей в г. Авдеевке, СПД Саркисян С.В., address: 
Украина|Донецк|050-959-95-99|Центр выкупа автомобилей после ДТП, ЧП Тавберидзе Р.В., address: Ионова, 14а
Украина|Донецк|050-735-66-22|AFS Auto LTD, эвакуатор, address: Артёмовская, 103а
Украина|Донецк|050-345-10-00|ПРИВАТ ТАКСИ ДОНЕЦК, служба заказа такси, address: Лизы Чайкиной, 3а
Украина|Донецк|(62) 382-99-99|Регион, транспортная компания, address: Дзержинского проспект, 69Б
Украина|Донецк|(62) 380-20-20|ОРИОН АВТО, автокомплекс, address: Нижнекурганская, 35а
Казахстан|Караганда|138|Авеню, служба заказа транспорта, address: Можайского, 13
Казахстан|Караганда|1-67|Лайм, транспортная компания, address: Нуркена Абдирова проспект, 44/2
Казахстан|Караганда|(7212) 44-55-00|Элит, служба заказа такси, address: Кривогуза, 5
Казахстан|Караганда|(7212) 51-39-00|Арман, служба заказа транспорта, address: Ленина, 81
Казахстан|Караганда|(7212) 90-98-08|Vita, служба заказа транспорта, address: Ермекова, 11/2
Казахстан|Караганда|(7212) 46-07-82|Фортуна, служба заказа транспорта, address: 16-й микрорайон, 47
Казахстан|Караганда|8-777-107-40-31|АвтоЭкспресс, служба эвакуации автомобилей, address: Новосёлов, 190
Казахстан|Караганда|(7212) 78-33-48|Экипаж, служба заказа транспорта, address: 
Казахстан|Караганда|(7212) 56-07-77|Максимум, служба заказа транспорта, address: Зои Космодемьянской, 56
Казахстан|Караганда|186|Merci, служба заказа транспорта, address: Пригородная, 3/2
Казахстан|Караганда|(7212) 424-990|Час пик, служба заказа транспорта, address: Зои Космодемьянской, 56
Казахстан|Караганда|(7212) 78-77-00|ADEL, служба заказа транспорта, address: Республики проспект, 32
Казахстан|Караганда|(7212) 97-49-81|Луч, служба заказа транспорта, address: Республики проспект, 32
Казахстан|Караганда|(7213) 98-47-47|Семерка, транспортная компания, address: Строителей проспект, 28/1
Казахстан|Караганда|(7212) 505-505|5 звёзд, служба заказа такси, address: Жангозина, 11
Казахстан|Караганда|(7212) 44-59-00|Корона, служба заказа транспорта, address: Кривогуза, 5
Казахстан|Караганда|(7212) 50-40-40|МОЁ ТАКСИ, транспортная компания, address: Мельничная, 24
Казахстан|Караганда|(7212) 97-30-64|Авто-Миг, служба заказа транспорта, address: 
Казахстан|Караганда|(7212) 53-33-33|Диана, служба заказа транспорта, address: 
Казахстан|Караганда|(7213) 98-98-30|Арман, служба заказа транспорта, address: Горка Дружбы микрорайон, 38
Казахстан|Караганда|(7212) 501-511|Шах, служба заказа транспорта, address: Нуркена Абдирова проспект, 44/2
Украина|Одесса|(48) 714-17-79|Hornet, автосервис, address: Солнечная, 29
Украина|Одесса|(482) 34-20-00|Пантера-Экспресс, служба заказа такси, address: Люстдорфская дорога, 125а
Украина|Одесса|(48) 795-22-11|REX, служба эвакуации, address: 
Украина|Одесса|(48) 787-82-22|Автосервис на Одесской, 43Б, address: Одесская, 43Б
Украина|Одесса|(482) 33-10-10|Чайка, транспортная компания, address: 
Украина|Одесса|(48) 716-12-42|Гарант, служба эвакуации, address: Атамана Головатого, 102а
Украина|Одесса|(48) 795-55-02|Служба эвакуации, СПД Крейтор Р.Н., address: Богдана Хмельницкого, 31
Украина|Одесса|096-452-99-02|Служба эвакуации, СПД Михайлов В.А., address: Пастера, 29Б
Украина|Одесса|(482) 32-21-11|Транспортная компания, СПД Сутурин В.Г., address: Приморская, 25
Украина|Одесса|(48) 700-85-38|Ассоциация водителей эвакуаторов, служба эвакуации, address: 
Украина|Одесса|063-755-88-77|Служба эвакуации, СПД Крецу О.В., address: Николаевская дорога, 231
Украина|Одесса|(48) 799-99-98|24 часа, служба эвакуации, address: 
Украина|Одесса|(48) 735-93-33|Автошик, СПД Зозо Б.Б., address: Академика Королёва, 28
Украина|Одесса|093-278-15-15|50 тонн, служба эвакуации, address: Маршала Жукова проспект, 101а
Украина|Одесса|095-692-11-08|Служба эвакуации, СПД Бурлака В.В., address: 
Украина|Одесса|(48) 794-55-33|Автосервис, СПД Зейналян Г.Б., address: Раскидайловская, 67
Украина|Одесса|(48) 7-800-555|Джентльмен, служба заказа такси, address: 
Украина|Одесса|094-952-48-00|Дальнобой, служба эвакуации, address: Маршала Жукова проспект, 101а
Украина|Одесса|067-840-09-09|Avtoboss, автоцентр, address: Молодёжный пер, 8
Украина|Одесса|(482) 34-04-40|Онтарио, автосервис, address: Крылова, 9
Украина|Одесса|(48) 777-77-72|Служба эвакуации, СПД Папковская О.Б., address: 
Украина|Одесса|(48) 799-00-90|Служба эвакуации, СПД Гуцул В.Н., address: 
Украина|Одесса|(48) 799-40-33|Служба эвакуации, ФЛП Трачук С.А., address: 
Украина|Одесса|(48) 700-33-50|Служба эвакуации, СПД Гуцул А.В., address: 
Украина|Одесса|(48) 792-01-03|Служба эвакуации и вскрытия замков, СПД Славинский В.В., address: 
Украина|Одесса|097-285-29-10|Автосервис, СПД Мараховский С.С., address: Ореховая, 49
Украина|Одесса|097-559-53-94|Служба эвакуации, ФЛП Несвитайло А.И., address: 
Украина|Одесса|(48) 704-80-00|Курьер, транспортная компания, address: Маршала Жукова проспект, 4в
Украина|Одесса|(48) 709-22-15|Эвакуатор Одесса-Украина 24, ЧП, address: Алексеевская площадь, 11/1
Украина|Одесса|050-906-16-53|S+SERVIS, служба эвакуации, address: 
Украина|Одесса|(48) 717-70-70|Экономикс, транспортная компания, address: 
Украина|Одесса|(48) 787-47-68|Автосоюз, автоцентр, ООО Проспер Фагот Плюс, address: Черноморского Казачества, 72/1
Украина|Одесса|(48) 787-44-48|СТО, СПД Ковальчук В.А., address: Бреуса, 5
Украина|Одесса|(48) 787-80-80|ИГАЛ, транспортная компания, address: 
Казахстан|Усть-Каменогорск|1-58-77|Удача, address: Кабанбай Батыра, 158а
Казахстан|Усть-Каменогорск|1-58-81|Парус, address: Гагарина бульвар, 18/1
Казахстан|Усть-Каменогорск|8-777-906-83-83|Шефф!, служба заказа транспорта, address: Карбышева, 40/1
Казахстан|Усть-Каменогорск|(7232) 70-03-20|Мерси, address: Утепова, 20
Казахстан|Усть-Каменогорск|(7232) 700-700|22, служба заказа транспорта, address: Карбышева, 40/1
Казахстан|Усть-Каменогорск|(7232) 24-44-44|Vizit, address: Протозанова, 3
Казахстан|Усть-Каменогорск|(7232) 231-231|Барыс, address: Гагарина бульвар, 1/1
Казахстан|Усть-Каменогорск|(7232) 22-11-71|ПРИМА NEXT, address: Чернова, 54
Казахстан|Усть-Каменогорск|(7232) 52-84-64|Авто-Максимум, автотранспортная компания, address: Бажова, 463
Казахстан|Усть-Каменогорск|1-58-75|Grand, address: Независимости проспект, 75
Казахстан|Усть-Каменогорск|1-58-43|Наше, служба заказа транспорта, address: Протозанова, 95
Казахстан|Усть-Каменогорск|(7232) 600-000|Өскемен, address: Протозанова, 95 к Б
Казахстан|Усть-Каменогорск|1-58-11|ТАКСИ ТАЙМ, address: Пограничная, 58/2
